"replication","eta","seed","source","source_label","method","RMSE","MAE","Coverage95","Width95","CalibrationMAE","CRPS","NLPD"
15,0.1,21661387,"ring","Ring-shaped source","Matern 0.5",0.236646023070362,0.167756312924994,0.751338488994646,0.418128419275343,0.209519259369423,0.133100710487589,1.81117158185834
15,0.1,21661387,"ring","Ring-shaped source","Matern 1.5",0.235636845707417,0.165649659398006,0.575847709696609,0.29592466533083,0.341211704342653,0.139502465221737,6.58293771749913
15,0.1,21661387,"ring","Ring-shaped source","Matern 2.5",0.235210595465593,0.164984918057045,0.53837001784652,0.270429840057983,0.367832763236169,0.141029893977451,9.42160433304465
15,0.1,21661387,"edge","Moving-edge source","RBF",0.285472871469251,0.224149886232484,0.642474717430101,0.508879103854789,0.295703078524688,0.180458701713586,4.37288713653912
15,0.1,21661387,"edge","Moving-edge source","Matern 0.5",0.275920317927629,0.21137195802569,0.895300416418798,1.04813756127048,0.0433532867340869,0.156447311415107,0.215141408398458
15,0.1,21661387,"edge","Moving-edge source","Matern 1.5",0.279933694939659,0.217640873122594,0.714455681142177,0.634219557728623,0.201339604402142,0.16907363049725,1.59130764983335
15,0.1,21661387,"edge","Moving-edge source","Matern 2.5",0.282248166614286,0.220525047478472,0.671029149315883,0.566786408001429,0.252127825698989,0.174514581815932,2.68136106276915
15,0.1,21661387,"sine","Sine-cosine source","RBF",0.140132238438948,0.102844565159663,1,0.626426290340633,0.0737198839976205,0.073352902279241,-0.696689550440377
15,0.1,21661387,"sine","Sine-cosine source","Matern 0.5",0.193143943204767,0.144623600341537,1,1.45598099904279,0.15916009815586,0.121969363877016,0.0426717825830207
15,0.1,21661387,"sine","Sine-cosine source","Matern 1.5",0.165851161388871,0.12278055438868,1,0.90503513625188,0.11528740333135,0.0917658877341058,-0.365578555351594
15,0.1,21661387,"sine","Sine-cosine source","Matern 2.5",0.155971603472945,0.115146339421949,1,0.782885527420722,0.0994486168947055,0.0841115301034352,-0.493435086952301
15,0.1,21661387,"spike","Hidden narrow spike","Tikhonov discrepancy",0.0554930605923959,0.0148338328529185,NA,NA,NA,NA,NA
15,0.1,21661387,"mixture","Broad plus sharp source","Tikhonov discrepancy",0.101825633709977,0.0630019658438212,NA,NA,NA,NA,NA
15,0.1,21661387,"dipole","Positive-negative dipole","Tikhonov discrepancy",0.106569932712181,0.0596427022329857,NA,NA,NA,NA,NA
15,0.1,21661387,"ring","Ring-shaped source","Tikhonov discrepancy",0.228618255819066,0.147972570139573,NA,NA,NA,NA,NA
15,0.1,21661387,"edge","Moving-edge source","Tikhonov discrepancy",0.423535024786458,0.331739469509948,NA,NA,NA,NA,NA
15,0.1,21661387,"sine","Sine-cosine source","Tikhonov discrepancy",0.321310773895737,0.232074490575488,NA,NA,NA,NA,NA
16,0.1,21761387,"spike","Hidden narrow spike","RBF",0.0537040095636519,0.0219109657496315,0.992266508030934,0.434562711280974,0.18213749256395,0.0318275432137209,-1.16234346297243
16,0.1,21761387,"spike","Hidden narrow spike","Matern 0.5",0.0569754563833236,0.0124280405489004,0.992266508030934,0.466260227351019,0.186301680547293,0.0326554445814045,-1.09595933956773
16,0.1,21761387,"spike","Hidden narrow spike","Matern 1.5",0.057165463873253,0.0133009813422117,0.992266508030934,0.472033770456574,0.185855517549078,0.0331355358955275,-1.0859392207042
16,0.1,21761387,"spike","Hidden narrow spike","Matern 2.5",0.05609047758525,0.0152003863122596,0.992266508030934,0.466708805292478,0.185558075550268,0.0328986378458449,-1.0989097659903
16,0.1,21761387,"mixture","Broad plus sharp source","RBF",0.143634765509529,0.100592122978034,0.759666864961333,0.312318445744366,0.173231335514575,0.0765694871036845,0.30961817292357
16,0.1,21761387,"mixture","Broad plus sharp source","Matern 0.5",0.150715346470151,0.116032561761285,0.992861392028554,0.783498660572905,0.0860637269482451,0.085207893669502,-0.413368532695098
16,0.1,21761387,"mixture","Broad plus sharp source","Matern 1.5",0.142971966221014,0.105732622198625,0.945270672218917,0.496499817068573,0.0203216091612136,0.076751786689073,-0.500294138681736
16,0.1,21761387,"mixture","Broad plus sharp source","Matern 2.5",0.140697368752571,0.101595161134422,0.877453896490184,0.423439263230453,0.0634752379535991,0.0749664119242659,-0.406570194705055
16,0.1,21761387,"dipole","Positive-negative dipole","RBF",0.0939321539054313,0.073388414989186,0.98691255205235,0.538429828785568,0.0934997769185009,0.0559533019617102,-0.806701215232613
16,0.1,21761387,"dipole","Positive-negative dipole","Matern 0.5",0.099539281362228,0.0744821976690692,0.99940511600238,1.07078181051172,0.179088712076145,0.0783095868976587,-0.306120911996113
16,0.1,21761387,"dipole","Positive-negative dipole","Matern 1.5",0.104181610086167,0.0811117622242933,0.995240928019036,0.818730158770851,0.145403405710886,0.0695742625846737,-0.50366292139682
16,0.1,21761387,"dipole","Positive-negative dipole","Matern 2.5",0.102172245731782,0.0800365791047508,0.991671624033314,0.719974442795412,0.12748252528257,0.0652844801224176,-0.598393044848372
16,0.1,21761387,"ring","Ring-shaped source","RBF",0.235786210676096,0.173620137726519,0.437239738251041,0.226924878159721,0.463906528851874,0.149382237801337,18.7062267227825
16,0.1,21761387,"ring","Ring-shaped source","Matern 0.5",0.23838978897285,0.177602584750292,0.746579417013682,0.408535122498376,0.255250966686496,0.13819221414197,1.9941923893777
16,0.1,21761387,"ring","Ring-shaped source","Matern 1.5",0.237514507596574,0.176277548586639,0.522308149910767,0.2841749223891,0.405607897085068,0.146227587225913,7.53717337664145
16,0.1,21761387,"ring","Ring-shaped source","Matern 2.5",0.237062938234495,0.175605983643267,0.478286734086853,0.258500715291869,0.434757212968471,0.147991357502307,10.9037965502128
16,0.1,21761387,"edge","Moving-edge source","RBF",0.326464575032712,0.251793353832297,0.800713860797145,0.764993763559784,0.166910693039857,0.187718377435842,1.15724055041778
16,0.1,21761387,"edge","Moving-edge source","Matern 0.5",0.315723736778761,0.249953978970726,0.947650208209399,1.26045480190581,0.0164199137418203,0.176674390164012,0.279150578249453
16,0.1,21761387,"edge","Moving-edge source","Matern 1.5",0.315969803426009,0.244880112119795,0.876264128494944,0.897090759523821,0.0996888013087448,0.178406898635549,0.541523964775583
16,0.1,21761387,"edge","Moving-edge source","Matern 2.5",0.317914637677246,0.245453898667001,0.854253420582986,0.830272575849582,0.126235499702558,0.180789728568405,0.740220489364594
16,0.1,21761387,"sine","Sine-cosine source","RBF",0.186411436404464,0.150538911280672,0.940511600237954,0.727184741687719,0.0210153926234384,0.104999228411172,-0.280485247143802
16,0.1,21761387,"sine","Sine-cosine source","Matern 0.5",0.218049734598347,0.174316999604289,1,1.72172743023512,0.157375446162998,0.143473712382467,0.215752583493006
16,0.1,21761387,"sine","Sine-cosine source","Matern 1.5",0.201278967558169,0.163744788424192,0.993456276026175,1.10514227879429,0.089781751933373,0.11775804833656,-0.100324881427275
16,0.1,21761387,"sine","Sine-cosine source","Matern 2.5",0.195805532748715,0.160011857231097,0.981558596073766,0.959357994390464,0.0592195865556217,0.112548770458733,-0.177683872300809
16,0.1,21761387,"spike","Hidden narrow spike","Tikhonov discrepancy",0.0540364942463208,0.0165961838206154,NA,NA,NA,NA,NA
16,0.1,21761387,"mixture","Broad plus sharp source","Tikhonov discrepancy",0.0930972442792096,0.0543481244754739,NA,NA,NA,NA,NA
16,0.1,21761387,"dipole","Positive-negative dipole","Tikhonov discrepancy",0.10831805708748,0.0533945028778386,NA,NA,NA,NA,NA
16,0.1,21761387,"ring","Ring-shaped source","Tikhonov discrepancy",0.22794646872153,0.150411315488455,NA,NA,NA,NA,NA
16,0.1,21761387,"edge","Moving-edge source","Tikhonov discrepancy",0.455570919659061,0.343581382518975,NA,NA,NA,NA,NA
16,0.1,21761387,"sine","Sine-cosine source","Tikhonov discrepancy",0.311567210402208,0.224502671737006,NA,NA,NA,NA,NA
17,0.1,21861387,"spike","Hidden narrow spike","RBF",0.0572806987487564,0.0206440279272224,0.845330160618679,0.0615314463070316,0.0709112879238548,0.0167491365952505,7.60563844593134
17,0.1,21861387,"spike","Hidden narrow spike","Matern 0.5",0.0556452194157606,0.019663309369339,0.969066032123736,0.128072603199374,0.116133625817965,0.0169426452920838,-0.883295327786256
17,0.1,21861387,"spike","Hidden narrow spike","Matern 1.5",0.056192299301013,0.0200341935870869,0.91076740035693,0.0876374567770599,0.0714912998215348,0.0163383300178188,1.1498219896269
17,0.1,21861387,"spike","Hidden narrow spike","Matern 2.5",0.0564926726725496,0.0201762098066936,0.891136228435455,0.0775095213665477,0.0587756543723974,0.0163616743670685,2.56873264877039
17,0.1,21861387,"mixture","Broad plus sharp source","RBF",0.110335456246631,0.0759493881842759,0.942296252230815,0.389172350147994,0.0175204491374182,0.0557133672273162,-0.431307835938308
17,0.1,21861387,"mixture","Broad plus sharp source","Matern 0.5",0.10990411842797,0.072346413626256,0.989292088042832,0.717684110266282,0.154177944675788,0.0632870027974569,-0.577811509312265
17,0.1,21861387,"mixture","Broad plus sharp source","Matern 1.5",0.109111792945057,0.0731296739263412,0.969660916121356,0.500091863988131,0.0909254164187983,0.0563233481179976,-0.669547325812396
17,0.1,21861387,"mixture","Broad plus sharp source","Matern 2.5",0.109125101661579,0.0737473870034742,0.959547888161808,0.45237532117376,0.0636313950029744,0.0555132962441606,-0.625911412058433
17,0.1,21861387,"dipole","Positive-negative dipole","RBF",0.093208940939212,0.0676015181395725,0.982153480071386,0.572220142570484,0.117815660321237,0.0554654528434668,-0.784766999051596
17,0.1,21861387,"dipole","Positive-negative dipole","Matern 0.5",0.0971045686576037,0.0692842953061476,1,1.12272951596284,0.181765690065437,0.0797575059080095,-0.271773477106899
17,0.1,21861387,"dipole","Positive-negative dipole","Matern 1.5",0.0962778998720506,0.0713181302976734,1,0.833356454815504,0.161837076145152,0.0665023153932881,-0.521580450753367
17,0.1,21861387,"dipole","Positive-negative dipole","Matern 2.5",0.0954572633589528,0.0706189423579683,0.996430696014277,0.742940883050195,0.150534280190363,0.0625858124902642,-0.610129073613358
17,0.1,21861387,"ring","Ring-shaped source","RBF",0.22667608581551,0.152787415545216,0.568709101725164,0.252880002648657,0.322621579417014,0.132081817230989,13.2665656350594
17,0.1,21861387,"ring","Ring-shaped source","Matern 0.5",0.223383503773045,0.152017167621108,0.824509220701963,0.536772670422965,0.0740344289113623,0.119082362457256,0.548723405323119
17,0.1,21861387,"ring","Ring-shaped source","Matern 1.5",0.225532960329701,0.152609391553955,0.707911957168352,0.34875077420157,0.208032049375372,0.125850991503138,3.62182514916778
17,0.1,21861387,"ring","Ring-shaped source","Matern 2.5",0.2262441635055,0.152805460462447,0.647233789411065,0.306965327960934,0.257258700178465,0.128431521986628,6.01078339343151
17,0.1,21861387,"edge","Moving-edge source","RBF",0.278780262846034,0.216530838911079,0.494943486020226,0.34299234285087,0.38210997917906,0.186983484942297,12.3531604444321
17,0.1,21861387,"edge","Moving-edge source","Matern 0.5",0.263788284541564,0.20955288747485,0.864961332540155,0.882117697989289,0.0575263979773944,0.152149440407288,0.240478370443658
17,0.1,21861387,"edge","Moving-edge source","Matern 1.5",0.27289615401827,0.209925827079125,0.585365853658537,0.482441324475104,0.295033834027365,0.173587046493847,3.44889552234979
17,0.1,21861387,"edge","Moving-edge source","Matern 2.5",0.276252255984231,0.212447454527095,0.528256989886972,0.401367170293914,0.346045136823319,0.181226458339645,7.1067670876677
17,0.1,21861387,"sine","Sine-cosine source","RBF",0.172038433430579,0.126586896231044,0.954193932183224,0.696595156221008,0.0471694675788221,0.0896950457054471,-0.485588115786092
17,0.1,21861387,"sine","Sine-cosine source","Matern 0.5",0.203949937938642,0.15501930429913,1,1.49262269175981,0.159978063652588,0.127283277226704,0.0777487695018699
17,0.1,21861387,"sine","Sine-cosine source","Matern 1.5",0.185868939644017,0.140660578174961,0.981558596073766,0.954230621413284,0.107330829863177,0.102026493247789,-0.270097459798101
17,0.1,21861387,"sine","Sine-cosine source","Matern 2.5",0.179764829499225,0.1350064298937,0.969660916121356,0.837549775296731,0.0858406454491374,0.0963922569279763,-0.363653318467254
17,0.1,21861387,"spike","Hidden narrow spike","Tikhonov discrepancy",0.0555617710585467,0.0157880845200405,NA,NA,NA,NA,NA
17,0.1,21861387,"mixture","Broad plus sharp source","Tikhonov discrepancy",0.10829486240567,0.0647814299320165,NA,NA,NA,NA,NA
17,0.1,21861387,"dipole","Positive-negative dipole","Tikhonov discrepancy",0.101567775465727,0.0575843686009118,NA,NA,NA,NA,NA
17,0.1,21861387,"ring","Ring-shaped source","Tikhonov discrepancy",0.224571959264832,0.141194297602884,NA,NA,NA,NA,NA
17,0.1,21861387,"edge","Moving-edge source","Tikhonov discrepancy",0.429697355805196,0.332781516890933,NA,NA,NA,NA,NA
17,0.1,21861387,"sine","Sine-cosine source","Tikhonov discrepancy",0.309921111112069,0.217027539316444,NA,NA,NA,NA,NA
18,0.1,21961387,"spike","Hidden narrow spike","RBF",0.0559942394300311,0.0213232822927405,0.882212968471148,0.0779189372552202,0.0459856484235574,0.0170595732575189,2.63580770437663
18,0.1,21961387,"spike","Hidden narrow spike","Matern 0.5",0.054966960796644,0.021199935573911,0.980368828078525,0.153202076951412,0.129964678762641,0.018203091353684,-1.24963647706753
18,0.1,21961387,"spike","Hidden narrow spike","Matern 1.5",0.0552549952721081,0.0213747246263487,0.930398572278406,0.108169854458688,0.0782729773944081,0.0172488860974831,-0.273522536451288
18,0.1,21961387,"spike","Hidden narrow spike","Matern 2.5",0.055441983745426,0.0213258258830875,0.917906008328376,0.0965732882237683,0.0642039708506841,0.0170987146388427,0.391445878405923
18,0.1,21961387,"mixture","Broad plus sharp source","RBF",0.115477396295799,0.0881338079712982,0.883402736466389,0.32519230276222,0.109950550267698,0.0626451596829148,-0.142519518186968
18,0.1,21961387,"mixture","Broad plus sharp source","Matern 0.5",0.107675046590462,0.0796685765380285,0.991671624033314,0.624331152484779,0.128672293277811,0.0605932131040352,-0.674671542900079
18,0.1,21961387,"mixture","Broad plus sharp source","Matern 1.5",0.110268249751905,0.0826041394875979,0.962522308149911,0.424423808623655,0.017397754312909,0.0582764971149512,-0.67603018203995
18,0.1,21961387,"mixture","Broad plus sharp source","Matern 2.5",0.111775782556591,0.0842260888919877,0.940511600237954,0.381201894458383,0.0347125966686496,0.0593040652641066,-0.555929115775806
18,0.1,21961387,"dipole","Positive-negative dipole","RBF",0.0963435866478368,0.0672292263882707,0.970850684116597,0.481597235657516,0.0988076293872695,0.0528098322176361,-0.835316465578422
18,0.1,21961387,"dipole","Positive-negative dipole","Matern 0.5",0.0999932462365723,0.0688827548107465,0.992266508030934,0.90840934778187,0.171355220107079,0.0698346399326411,-0.446051673779128
18,0.1,21961387,"dipole","Positive-negative dipole","Matern 1.5",0.097740966915647,0.0697462563608265,0.98750743604997,0.671940239496459,0.144511079714456,0.0596972040672417,-0.670487356606753
18,0.1,21961387,"dipole","Positive-negative dipole","Matern 2.5",0.097149980905935,0.0691736270731819,0.984533016061868,0.601978760286468,0.128328747769185,0.0570162255155981,-0.737972740452909
18,0.1,21961387,"ring","Ring-shaped source","RBF",0.231352074305668,0.187280826301266,0.919095776323617,0.857575964043715,0.0350695270672219,0.133621325172476,0.0371393046660239
18,0.1,21961387,"ring","Ring-shaped source","Matern 0.5",0.228747807966613,0.182111522484585,0.992861392028554,1.36485994597948,0.111718099345628,0.136594950095834,0.0890639048623642
18,0.1,21961387,"ring","Ring-shaped source","Matern 1.5",0.232144315924985,0.187028349752824,0.966686496133254,1.06209773747271,0.0371345181439619,0.133666499415387,0.00993232611406436
18,0.1,21961387,"ring","Ring-shaped source","Matern 2.5",0.232205918937105,0.18742349490557,0.953004164187983,0.983794454132374,0.013590496728138,0.13346339872908,0.00655780878905441
18,0.1,21961387,"edge","Moving-edge source","RBF",0.302829779690121,0.240345776017898,0.670434265318263,0.619719744691508,0.256440734681737,0.187437754687511,2.1828427170333
18,0.1,21961387,"edge","Moving-edge source","Matern 0.5",0.292640083795991,0.230728476413943,0.967876264128495,1.32321201681849,0.0377294021415824,0.166395331791275,0.20964874340999
18,0.1,21961387,"edge","Moving-edge source","Matern 1.5",0.299152592944414,0.235321451959502,0.856038072575848,0.887698978095043,0.102365779298037,0.172414956586446,0.445450677358223
18,0.1,21961387,"edge","Moving-edge source","Matern 2.5",0.301684150609742,0.237852306582144,0.799524092801904,0.783657742285229,0.150923185603807,0.177430011805357,0.776417708344122
